taskId,tenant,language,title,description,context,topic,hints,solutionSteps,replacements,resource,sampleSolutions,stepifier,word_count
17824,9n5hk827DCD9EtXHAd6dBA,EKV_Physik,DE,r_a25b7958_5a56_4c99_ab26_68521228a501_2,"Eine Fahrradfahrerin hat eine Geschwindigkeit von 25 km h . Berechne, welche Zeit sie benötigt, um einen Weg von 120 Metern zurückzulegen.","  Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z.B. von einem Auto) berechnen. Beispiel: Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s   Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z. B. von einem Auto) berechnen.   Das Rechendreieck Das Rechendreieck ist ein gutes Hilfsmittel, um im Physik-Unterricht Rechenaufgaben richtig zu lösen. Vor dem Lösen der Aufgabe musst du allerdings genau überlegen, welche physikalische Größe gesucht ist. Ist beispielsweise die Zeit t gesucht, musst du das t mit dem Finger zuhalten. Dann siehst du sofort, was du rechnen musst: t = s v Soll dagegen der Weg s ausgerechnet werden, dann liefert das Rechendreieck folgende Formel: s = v · t   Beispielrechnung An diesem Beispiel kannst du lernen, wie du die Geschwindigkeit einer Läuferin berechnen kannst: Bei einem 100-m-Lauf benötigt Vera 16 Sekunden. Berechne Veras Geschwindigkeit bei einem 100-m-Lauf. Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s Also läuft Vera mit einer Geschwindigkeit von 6 , 25 m s . ",,[],[],,,"['"" Gegeben: v = 25 km h t = 120 s Gesucht: t Rechnung: 25 km h : 3 , 6 = 6 , 9 m s t = s v = 120 m 6 , 9 m s = 17 , 4 s ""']",SENTENCE,22
17825,6pZwpyL2bMH7rQd0kArXFz,EKV_Physik,DE,r_925667b3_30a9_41ff_8a4b_cfc79cf15cf4_4,"Wenn eine Kaffeemaschine an die Steckdose angeschlossen ist, fließt eine Stromstärke von 3 , 5 A durch das Gerät. Berechne den elektrischen Widerstand.","  Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt.   Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke.   Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω   dividieren dividieren: eine Größe durch eine andere Größe teilen   Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω .   Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser Formel berechnet: R = U I Formelzeichen: R Einheit: Ohm(Ω) ",,[],[],,,"['"" Gegeben: U = 230 V ; I = 3 , 5 A Gesucht: R Rechnung: R = U I = 230 V 3 , 5 A ≈ 65 , 7 Ω Der elektrische Widerstand der Kaffeemaschine beträgt 65 , 7 Ω . ""']",SENTENCE,23
17826,6seYtgaaE6G8FVtjqPQZuV,EKV_Physik,DE,r_3dc6a491_fea9_4b01_983b_2b9598e85e89_4,"In manchen Ländern Südamerikas beträgt die Spannung an der Steckdose nur 110 V . Berechne die Stromstärke, die dort durch den Heizdraht eines Haartrockners ( 50 Ω ) fließt.","  Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt.   Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke.   Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω   dividieren dividieren: eine Größe durch eine andere Größe teilen   Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω .   Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser Formel berechnet: R = U I Formelzeichen: R Einheit: Ohm(Ω) ",,[],[],,,"['"" Gegeben: U = 110 V ; R = 50 Ω Gesucht: I Rechnung: R = U I → I = U R = 110 V 50 Ω = 110 V 50 V A = 2 , 2 A Durch den Heizdraht fließt ein Strom der Stärke 2 , 2 A . ""']",SENTENCE,29
17827,2OQCBDJwLCl9pXYy4t8PVJ,EKV_Physik,DE,r_b124edb9_8757_46e3_8589_0ed936041f8f_1,Vergleichen Sie Größe und Masse der Sonne mit der Erde.,"  Die Sonne ist ein durchschnittlicher Stern im äußeren Drittel einer durchschnittlichen Galaxie. Sie ist aber die wichtigste Energiequelle für die Erde, ohne die Leben hier nicht möglich wäre. Die Sonne ist das Zentrum des Sonnensystems. Ihr Äquatorradius beträgt 696300 km und ihre Masse 1 , 99 ⋅ 10 30 kg , das sind rund 99 , 9 % der Gesamtmasse des Sonnensystems.   Aufbau der Sonne Der innere Aufbau der Sonne zeigt mehrere Schichten (→B2): Den Kern (die Fusionszone, in der Wasserstoff zu Helium verschmilzt), die Strahlungszone und die Konvektionszone. Danach folgt die Photosphäre, die die sichtbare Oberfläche der Sonne bildet. An die Photosphäre schließen sich mehrere Schichten in der Sonnenatmosphäre an: Chromosphäre: Diese 2000 km dicke Schicht hat eine Temperatur von bis zu 10000 K und ist nur bei einer Sonnenfinsternis sichtbar. Korona: Diese erstreckt sich über mehrere Millionen km. Die Dichte ist sehr niedrig, die hochenergetischen Teilchen ergeben allerdings eine Temperatur von mehreren Millionen Kelvin. Dadurch treten hochionisierte Ionen auf, die Röntgenstrahlung erzeugen.   Sonnenwind Dies ist ein Strom aus schnellen Protonen und Elektronen, der in der Korona entsteht. Der Sonnenwind ist verantwortlich für die Krümmung der Kometenschweife (immer von der Sonne weg gerichtet) und für Polarlichter in der Erdatmosphäre (→B3). Starke Sonnenwinde können die Ausbreitung elektromagnetischer Wellen auf der Erde und sogar die Stromversorgung stören.   Magnetfeld der Sonne Da innerhalb der Sonne heißes ionisiertes Gas strömt, entsteht in der Sonne ein Magnetfeld. Die Magnetfeldlinien können sich zu Bündeln vereinigen, die bogenförmig aus der Oberfläche austreten. An diesen Stellen entstehen dunkle Sonnenflecken, die Temperatur ist dort rund 1500 K niedriger als sonst auf der Sonnenoberfläche (→B1). Wenn sich die Feldbögen kurzschließen, kommt es zu einem koronalen Massenauswurf, einem sogenannten Flare. Dieser kann auf der Erde zu ähnlichen, aber stärkeren Auswirkungen als der Sonnenwind führen.   Die Sonne bildet das Zentrum unseres Sonnensystems. Die Erde erreichen unterschiedliche Strahlung und Teilchenströme von der Sonne, z.B. sichtbares Licht und Sonnenwind. ",,[],[],,,"['"" Das Volumen der Sonne beträgt: V Sonne = 4 3 π ⋅ r 3 = 4 3 π ⋅ ( 696300 km ) 3 = 1 , 4 ⋅ 10 18 km 3 Mit dem Erdradius von 6378 km ergibt sich: V Erde = 4 3 π ⋅ ( 6378 km ) 3 = 1 , 1 ⋅ 10 12 km 3 Die Volumina unterscheiden sich um den Faktor 1,3 Millionen. Das Volumen der Sonne ist damit rund eine Million Mal größer als das Erdvolumen. Die Masse der Sonne beträgt 1 , 99 ⋅ 10 30 kg , die Masse der Erde 5 , 97 ⋅ 10 24 kg . Die Massen unterscheiden sich damit um den Faktor 330000. ""']",SENTENCE,10
17828,QFEzR1AzWgasclEn5uuzL,EKV_Physik,DE,r_526b0baa_6dfc_4c76_8931_361099e9c8fc_2,"Leila führt ein einen Trick vor: Sie legt eine 5-Cent-Münze und eine 10-Cent-Münze auf den Tisch. Dann bewegt sie etwas unter dem Tisch im Kreis. Solange die Bewegung anhält, bewegt sich auch die 5-Cent-Münze im Kreis, die 10-Cent-Münze bleibt jedoch liegen. Erkläre.",,,[],[],,,"['""Leila bewegt einen Magnet im Kreis. Magnete ziehen Gegenstände, die Eisen, Cobalt oder Nickel enthalten, ohne direkte Berührung an. Das trifft auf eine 5-Cent-Münze, nicht aber auf eine 10-Cent-Münze zu. ""']",SENTENCE,42
17831,1eJJgPLTQ1r9oEJHjwOeq3,EKV_Physik,DE,r_f694813c_1f09_4948_9844_12a2957c0b90_1_0,"Die magnetische Flussdichte B mancher handelsüblicher Neodym-Magnete beträgt an ihrer Oberfläche etwa 0 , 1 T .   Schätzen Sie ab, ob diese Flussdichte mit Hilfe des empfindlichsten schulüblichen Kraftmessers (Auflösung: 0 , 1 m N ) gemessen werden kann. Begründen Sie Ihre Entscheidung.","  Erkenntnisse werden in der Physik stufenweise gewonnen. Beobachtungen führen bei Bedarf zur Definition neuer physikalischer Größen auf der Grundlage vorhandener. Messungen ermöglichen quantitative Aussagen, die sich mathematisch in Gesetze fassen lassen.   Leiter im Magnetfeld Bringt man eine Leiterschaukel in ein Magnetfeld, wird diese ausgelenkt, sobald ein Strom besteht (→B4). Die Kraft auf die Schaukel ist am größten, wenn der Leiter senkrecht zu den Feldlinien ausgerichtet ist. Werden die Anschlüsse vertauscht, wird die Schaukel in die andere Richtung ausgelenkt. Für die Richtung der Kraft gilt die Drei-Finger-Regel der linken Hand (→B1): Zeigt der Daumen der linken Hand in Bewegungsrichtung der Elektronen und der Zeigefinger in Richtung der magnetischen Feldlinien, so gibt der Mittelfinger die Richtung der Kraft an.   Die magnetische Flussdichte Zur quantitativen Beschreibung von Feldern verwendet man die Kraft auf einen geeigneten Probekörper. Als Probekörper für das magnetische Feld eignet sich ein Leiter der Länge s, in dem ein elektrischer Strom der Stärke I besteht. Der Leiter wird in ein Magnetfeld gebracht und so ausgerichtet, dass die Kraft auf ihn maximal wird (→B2). Dann steht der Leiter senkrecht zu den Feldlinien. Der Betrag der Kraft wird in Abhängigkeit von der Stromstärke I und der Länge s gemessen. Man findet: F ~ I , falls s = konstant ist und F ~ s , falls I = konstant ist. Damit ist F auch zum Produkt I · s proportional und es gilt: F I · s = konstant Wird dieselbe Untersuchung in anderen magnetischen Feldern durchgeführt, so ist der Quotient F / I · s wieder konstant, nur mit einem anderen Wert. Durch die Größe B = F I · s wird das Magnetfeld beschrieben, sie heißt magnetische Flussdichte und entspricht prinzipiell der magnetischen Feldstärke. Die Einheit der magnetischen Flussdichte ist nach dem Erfinder Nikola Tesla (1856 – 1943) benannt: 1 T e s l a = 1 T = 1 N A · m = 1 V s m 2 Die magnetische Flussdichte ist eine vektorielle Größe in Richtung der Feldlinien. Die Kraft F → auf einen Leiterabschnitt steht senkrecht dazu. Eine Kraft ergibt sich auch, wenn Leiter und Feldlinien nicht senkrecht zueinander stehen. Die Leiterlänge s muss dann durch die wirksame Länge s ⊥ = s · sin φ ersetzt werden (→B3). Sie gibt die Länge des Leiters an, auf der das Magnetfeld wirksam werden kann, also den senkrecht verlaufenden Anteil. Wirksame Länge s ⊥ Vergleicht man die Vorgehensweise zur quantitativen Beschreibung des magnetischen Feldes mit der des elektrischen Feldes, wäre es konsequent, B als magnetische Feldstärke zu bezeichnen. Aus historischen Gründen geschieht dies jedoch nicht.   Ein stromführender Leiter wird im Magnetfeld gemäß der Drei-Finger-Regel abgelenkt. Der Quotient B = F I · s heißt magnetische Flussdichte. B ist eine vektorielle Größe in Richtung der Feldlinien. ",,[],[],,,"['"" Realistisch ist z.B. eine elektrische Stromstärke von I = 5 A . Wegen der geringen Größe von Neodym-Magneten wird etwa l = 0 , 01 m im Feld des Magneten liegen. Damit ergibt sich F = B · I · l = 0 , 1 T · 5 A · 0 , 01 m = 5 m N . Eine solche Kraft kann mit dem vorhandenen Kraftmesser gemessen werden. ""']",SENTENCE,43
17832,3pst8BqZhTJapDXkfXzpbM,EKV_Physik,DE,r_16936a23_0351_4cb1_a42b_4725b6dcc3a1_2,"Eine Person der Masse m = 80 k g springt aus einer Höhe von 1 , 20 m in ein Trampolin ( D = 6000 N / m ). Berechnen Sie, wie weit sich das Trampolin dehnt.","  Der Schiffsarzt Robert Mayer notierte 1840/41 in seinem Tagebuch „verworrene Ideen über die Umwandlung von Bewegung in Wärme“. Gleichzeitig meinte er, „ein neues System der Physik mitgebracht“ zu haben. Die Fachwelt begegnete ihm damals abweisend. Heute folgt man seiner Idee der Erhaltungsgrößen.   Die freie Fahrt auf der Achterbahn beginnt von einem hoch gelegenen Startpunkt aus. Die Geschwindigkeit der Wagen nimmt bergab zu und bergauf ab. Während der Fahrt ändern sich Höhe und Geschwindigkeit der Wagen ständig. Für sich gesehen, sind diese Größen relativ; sie kennzeichnen den Zustand der Wagen erst, wenn Wagen, Bahn und Erde als zusammengehörig aufgefasst werden. In der Physik betrachtet man daher alle Körper, die zur eindeutigen Beschreibung eines Vorganges nötig sind, als ein System . Ein fallender Flummi wird immer schneller. Beim Aufprall auf dem Boden wird er auf kurzer Strecke auf v = 0 m s abgebremst, verformt sich dabei und springt wieder hoch. Die sich ändernden Größen Geschwindigkeit, Höhe und Verformung zeigen verschiedene Zustände des Systems „Ball – Erde“ an. In der Physik hat sich die Vorstellung entwickelt, dass es bei allen beobachtbaren Veränderungen eine unveränderliche Größe gibt. Diese Größe heißt Energie . Um quantitative Aussagen über die Energie machen zu können, geht man von zwei Annahmen aus: Energie wird durch Größen erfasst, die im jeweiligen Zustand des Systems messbar sind, und zwar durch die Höhe h , für die Höhenenergie E H , Geschwindigkeit v , für die Bewegungsenergie E B , Verformung s , für die Spannenergie des Systems E S , Es dürfen sich die zur Beschreibung der Energie verwendeten Größen nur durch Wechselwirkungen mit Körpern des Systems ändern. Man spricht von einem abgeschlossenen System , weil dann z.B. keine Energie das System verlässt. Sie ist eine Konstante des Systems, die Energie bleibt erhalten. Man betrachtet einen Gleiter, der auf einer Luftkissenbahn von einem herabsinkenden Antriebsgewicht beschleunigt wird (siehe Experiment Die Bewegungsenergie ): Solange im System „Erde, Luftkissenbahn, Gleiter und Antriebsmasse“ keine weiteren Energieüberführungen stattfinden, das System also abgeschlossen ist, lässt sich seine mechanische Energie durch zwei Terme beschreiben: Höhenenergie: E H = m · g · h Bewegungsenergie: E B = 1 2 m · v 2 Die Terme ergeben als Einheit für die Energie 1 kg · m 2 · s - 2 = 1 J (1 Joule). Der Wert der Höhenenergie hängt von der Festlegung des Nullniveaus für die Höhe ab. Wird Höhenenergie in Bewegungsenergie überführt, so kommt es nur auf die Höhendifferenz von Ausgangs- und Endlage an, die unabhängig vom Bezugsniveau ist. Die Änderung der Bewegungsenergie wird entsprechend durch die Differenz der Quadrate von Anfangs- und Endgeschwindigkeit bestimmt. Eine sich entspannende Feder kann einen reibungsarm gelagerten Gleiter beschleunigen (siehe Experiment Die Spannenergie ). Hierbei wird Spannenergie in Bewegungsenergie überführt. Aus Masse und Geschwindigkeit des Gleiters kann der zugehörige Term hergeleitet werden: Spannenergie: E S = 1 2 D · s 2 Terme für die mechanische Energie Wird in der Abbildung die Achterbahn mit ihren Wagen und der Erde als abgeschlossenes System betrachtet, so ist ihre Gesamtenergie konstant. Sie ist für jeden Zeitpunkt der Bewegung die Summe aus der Höhenenergie E H und der Bewegungsenergie E B , wobei sich deren Anteile laufend ändern können. Höhe und Geschwindigkeit lassen sich aus den Energietermen bestimmen, so z.B. die Geschwindigkeit im höchsten Punkt eines Loopings. Ob sie ausreicht, den höchsten Punkt ohne herunterzufallen zu durchfahren, kann aber erst durch eine Betrachtung der Kräfte beurteilt werden. Mit dem Energiekonzept können auch ohne Kenntnis der Bewegungsgleichungen einige zur Beschreibung einer Bewegung wichtige Größen bestimmt werden. Das Energiekonzept liefert keine Angaben zum zeitlichen Ablauf. Die „durchfallene“ Höhe h 0 führt unabhängig von der Bahnkurve stets zur selben Endgeschwindigkeit. Wie lange die Bewegung dauert, ist damit nicht gesagt. Bei einem hüpfenden Flummi werden Höhenenergie E H , Bewegungsenergie E B und Spannenergie E S ineinander überführt. Die Beträge der einzelnen Anteile können mit farbigen Anzeigen – dem Energiekontenmodell – dargestellt werden. Betrachtet man Flummi und Boden als abgeschlossenes System, müsste der Ball nach dem Aufprall wieder seine Ausgangshöhe erreichen, es liegt dann nur Höhenenergie vor. Bei reibungsfreien Vorgängen gilt der Energieerhaltungssatz der Mechanik, nach dem die Gesamtenergie eines abgeschlossenen mechanischen Systems als Summe von Höhenenergie, Bewegungsenergie und Spannenergie konstant ist. Durch Reibung wird dem System Energie entzogen, die als thermische Energie nicht mehr vollständig in mechanische Energie ​​ E H ​​ , ​​ E B ​​ und ​​ E S ​​ umsetzbar ist. Das System ist bei Reibung nicht mehr abgeschlossen. Dies zeigt sich beim Flummi: Seine Sprunghöhe nimmt immer weiter ab, weil die Verformung beim Aufprall mit einer Überführung in thermische Energie verbunden ist. Der Erhaltungssatz ist eine Idealisierung, denn in Wirklichkeit lassen sich Energieumsetzungen durch Reibung oder Strahlung nie ganz ver­meiden. Wird das betrachtete System dadurch erweitert, dass man mit einem weiteren Term Änderung einer thermischen Energie ebenfalls berücksichtigt, so zeigt sich wiederum eine Erhaltung der Gesamtenergie.   Die Bewegungsenergie eines Körpers wird auch als kinetische Energie ( E kin ) bezeichnet, für die Höhenenergie verwendet man auch die Begriffe Lageenergie ( E L ) oder potenzielle Energie E pot .   Die mechanische Energie lässt sich durch folgende Terme beschreiben: Höhenenergie: E H = m · g · h Bewegungsenergie: E B = 1 2 m · v 2 Spannenergie: E S = 1 2 D · s 2   Bei reibungsfreien Vorgängen in einem abgeschlossenen System ist die Summe aus Höhenenergie, Bewegungsenergie und Spannenergie konstant (Energieerhaltungssatz der Mechanik). ",,[],[],,,"['"" Gegeben: E H = E S m · g · h = 1 2 D · s 2 s = 2 m · g · h D = 2 · 80 k g · 9 , 81 m s 2 · 1 , 20 m 6000 N m = 0 , 56 m Das Trampolin wird um 56 c m gedehnt. ""']",SENTENCE,37
17834,1ZhT7fwjpniaaCskzdOnyk,EKV_Physik,DE,r_ced0b053_2fc0_4145_a462_a0ebc43fe91d_2,Ein Bagger soll auf einen Tieflader verladen werden. Entwickle eine praktikable Lösung und stelle sie vor.,"  Die schiefe Ebene hilft den Menschen An öffentlichen Gebäuden sind neben Treppen auch Rampen vorhanden. Die Rampen sollen vor allem Menschen mit Rollstuhl den Zugang ins Gebäude erleichtern. Eine Rampe ist ein Beispiel für eine schiefe Ebene.   Rampe die Rampe: schräge Fläche   Die schiefe Ebene untersuchen Mit dem Versuchsaufbau in der Grafik kannst du untersuchen, wie man mithilfe einer schiefen Ebene Kraft sparen kann. Dazu hältst du einen Experimentierwagen mit einem Federkraftmesser auf einer schiefen Ebene fest. Die Zugkraft F Z , die du zum Festhalten benötigst, ist dabei genauso groß wie die Hangabtriebskraft F H , die den Wagen die schiefe Ebene hinunterzieht. Wenn du mit der schiefen Ebene eine Last nach oben transportierst, dann gilt: Je kleiner der Steigungswinkel α ist, desto kleiner ist die Hangabtriebskraft F H und im gleichen Maß die Zugkraft F Z . Mit der schiefen Ebene kann man also Kraft sparen. Allerdings wird der Kraftweg mit kleineren Steigungswinkeln immer größer. Die Goldene Regel der Mechanik gilt auch bei der schiefen Ebene.   Merke: Eine schiefe Ebene hilft, Kraft zu sparen. Sie vergrößert aber den Kraftweg entsprechend. ",,[],[],,,"['"" Legt man zwei Rampen an die Ladefläche des Tiefladers an, so entstehen zwei parallele schiefe Ebenen. Über diese kann der Bagger von der Straße auf die Ladefläche des Tiefladers fahren. Dies kann man mit Modellfahrzeugen nachbauen. ""']",SENTENCE,16
17835,6TGMWbfrXY0a0lpY9BKvCb,EKV_Physik,DE,r_66bc8a8f_a11e_4af5_afdf_278190b9b42c_2,Nenne Beispiele für den Einsatz von Zahnrädern.,"  Mit Zahnrädern können Kräfte direkt übertragen werden. Werden zwei (oder mehr) Zahnräder miteinander kombiniert, entsteht ein Zahnradgetriebe .   Geschwindigkeiten beim Zahnradgetriebe Zwei Zahnräder sind miteinander kombiniert. Sind die Zahnräder gleich groß, so dreht sich das antreibende Zahnrad genauso schnell wie das angetriebende Zahnrad. Ist das antreibende Zahnrad größer als das angetriebene Zahnrad, so dreht sich das antreibende Zahnrad langsamer als das antreibende Zahnrad. Ist das antreibende Zahnrad kleiner als das angetriebene Zahnrad, so dreht sich das antreibende Zahnrad schneller als das antreibende Zahnrad.   antreibend antreibend: etwas, das etwas anderes antreibt   Kräfte beim Zahnradgetriebe Das antreibende Zahnrad hat nun den Radius r 1 und das angetriebene Rad den Radius r 2 . Wirkt am antreibenden Zahnrad die Kraft F 1 und am angetriebenen Zahnrad die Kraft F 2 , dann gilt für die Kräfte: r 1 · F 1 = r 2 · F 2 Mit einem Zahnradgetriebe kann also Kraft eingespart werden. Bei Autos und Fahrrädern werden Zahnradgetriebe eingesetzt. Schaltest du bei einer Fahrrad-Gangschaltung in einen höheren Gang, dann werden die Zahnräder in der Gangschaltung so kombiniert, dass du weniger Kraft benötigst. Du musst allerdings für die gleiche Strecke häufiger „treten“.   Merke: Zahnräder dienen der direkten Kraftübertragung. Zahnradgetriebe sind eine Kombination aus mehreren unterschiedlich großen Zahnrädern. ",,[],[],,,"['"" Mögliche Lösungen: Getriebe von Fahrzeugen, Gangschaltung von Fahrrädern, Uhrwerk in mechanischen Uhren, mechanische Schließanlagen, historischen Windmühlen ""']",SENTENCE,7
17836,36kHMGRnS2l6BPDrGpHf88,EKV_Physik,DE,r_07609590_4890_4a75_a5a5_fbc72f13925b_2,"Beschreibe, was Jens falsch gemacht hat.","  Unterschiedliche Geschwindigkeiten Auf einer langen, geraden Straße fährt ein langsam fahrender Traktor. Jens fährt mit seinem Auto hinter dem Traktor her und ist über die geringe Geschwindigkeit des Traktors genervt. Der Traktor fährt mit einer Geschwindigkeit von 15 km h . Jens will unbedingt den Traktor überholen. Zwar sieht Jens in der Ferne ein entgegenkommendes Auto. Er denkt sich aber, dass er das noch schafft – aber dann ist es auch schon passiert, ein Unfall!   Geschwindigkeiten einschätzen Häufig schätzen wir Geschwindigkeiten im Straßenverkehr falsch ein. Eine überlegte Fahrweise und ein Blick auf das Tachometer helfen, Unfälle zu vermeiden.   der /das Tachometer der/das Tachometer: das Messgerät zum Messen von Geschwindigkeiten   Geschwindigkeitskontrollen Vor allem an Unfallschwerpunkten, Baustellen oder Ortseingängen werden Geschwindigkeitskontrollen durchgeführt (siehe Foto). Autofahrer sind häufig überrascht, wie schnell sie gefahren sind.   Merke: Gerade im alltäglichen Straßenverkehr werden Geschwindigkeiten meistens falsch eingeschätzt. Vermeidbare Unfälle sind die Folge. ",,[],[],,,"['"" Jens hat die Geschwindigkeit des ihm entgegenkommenden Fahrzeugs falsch eingeschätzt bzw. unterschätzt. Während des Überholvorgangs muss er zwangsläufig mit seinem Auto auf die Fahrspur des Gegenverkehrs. ""']",SENTENCE,6
